LAMMPS data file via write_data, version 15 Apr 2020, timestep = 56000

1728 atoms
2 atom types
0.0 17.8619 xlo xhi
0.0 46.6376 ylo yhi
0.0 21.9441 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms # full

706 1 2.9193516739091989e+00 4.8915322192506239e-01 2.4621434928928192e+00
30 2 4.9918947414468979e+00 2.8321889400126263e+00 1.6831727712413498e+00
708 2 2.3165308118668921e+00 9.1485271876074414e-01 1.8524762380632849e+00
29 2 4.2986529608456623e+00 1.4881237129132485e+00 1.6133204254765490e+00
28 1 4.9379272059118939e+00 2.0348067376412629e+00 1.1563951553788852e+00
137 2 5.5858353572068475e+00 4.6850787347817260e+00 3.5516868314959020e+00
136 1 5.6169593970431633e+00 4.6523112700227873e+00 2.5955542329344987e+00
489 2 3.2531113146648170e+00 8.4984878129232655e-01 4.1788722385219383e+00
1 1 1.1252085267897129e+00 2.4130066170845712e+00 1.6841795660505798e+00
685 1 5.4065866609079425e+00 4.7637135400438941e+00 5.3715772028655451e+00
3 2 1.2238773055136367e+00 3.3376025884476976e+00 1.9113750968307952e+00
597 2 8.2130048369234943e-01 5.0791085221462442e+00 3.5974842113129681e+00
181 1 7.9927948369973689e-01 5.3236742849009095e+00 5.4078034285501673e+00
595 1 8.9851657396880646e-01 5.0416487603530689e+00 2.6441451032158891e+00
487 1 3.5128082089082233e+00 9.3360901114753891e-01 5.0963617947399822e+00
488 2 2.9635903381163722e+00 1.6393868552094444e+00 5.4377251806072522e+00
138 2 4.9403509671456920e+00 5.2673252068296348e+00 2.3122020168540360e+00
255 2 2.8312165114260663e+00 5.5748542780325767e+00 2.1136786269758998e+00
596 2 2.1824578487063917e-01 5.6345781611532750e+00 2.3248113257740370e+00
2 2 3.0268634223031682e-01 2.1507017242720763e+00 2.0977253472125428e+00
494 2 6.3614397900120538e+00 1.2826261062301767e+00 2.2385782603625164e+00
493 1 7.2392616660204689e+00 1.2553720922573419e+00 2.6194691587677470e+00
846 2 7.3565064101799420e+00 1.3377694968498801e+00 4.3544643364090101e+00
495 2 7.6918823357806421e+00 2.0052316497450198e+00 2.2333107965272889e+00
108 2 1.1096842932241692e+01 1.4400310973979165e+00 1.9587775135174221e+00
749 2 9.5145834646987133e+00 3.7450240342627938e+00 1.9853592633464570e+00
748 1 9.4266268020319011e+00 2.8730793543720812e+00 1.6003957058977603e+00
300 2 9.9655249816341041e+00 5.1490985003288987e+00 3.5094081915453090e+00
298 1 9.8751900997657298e+00 5.4414498941666505e+00 2.6024361953046062e+00
844 1 7.5970984754891351e+00 1.2007757463531570e+00 5.2707571726304518e+00
106 1 1.1784344440939163e+01 8.3406332543363959e-01 2.2353209631728266e+00
845 2 7.9404215306335040e+00 3.0766516919015913e-01 5.2978024236098147e+00
750 2 9.6054567079471838e+00 3.0027714477445775e+00 6.6903961224926223e-01
107 2 1.1973740556137477e+01 1.0827027787797168e+00 3.1400536154436605e+00
416 2 6.9070823342149659e+00 5.6550524490821212e+00 1.6526169575264369e+00
803 2 1.1280037014398733e+01 1.8710292530175403e+00 5.3996333369128369e+00
802 1 1.1950395160088146e+01 1.3698196170809542e+00 4.9351608179124797e+00
163 1 9.7402591546871893e+00 5.3279224941572538e+00 5.3459184435266121e+00
408 2 1.5778082440190589e+01 1.6773965485381532e+00 2.1979712199551589e+00
