LAMMPS data file via write_data, version 15 Apr 2020, timestep = 11207

1728 atoms
2 atom types

0.0000000000000000e+00 1.8943999999999999e+01 xlo xhi
0.0000000000000000e+00 1.8943999999999999e+01 ylo yhi
1.1415303486760244e+00 5.1658469651323941e+01 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms # atomic

5 2 3.0001065144116761e+00 4.0304956671764680e+00 2.1115186681139360e+00 0 0 0
8 2 1.9241996104537527e+00 5.6184957912947020e-01 4.5829325258907190e+00 0 0 0
12 2 1.8895607413763045e+01 2.5132949292967171e+00 4.2013618323766977e+00 -1 0 0
13 1 1.2054045299386971e+00 1.2946524125677317e+00 3.1417569067831308e+00 0 0 0
14 2 1.8049516586137664e+00 1.8317469459693123e+00 2.5614105771654017e+00 0 0 0
15 2 9.4863747246062302e-01 5.1423898177793093e-01 2.5662272950172440e+00 0 0 0
4 1 2.7264328803274887e+00 3.2166098490090245e+00 1.7308661652061936e+00 0 0 0
26 2 4.3756659112723986e+00 2.5329291883541045e+00 1.8567164175272324e+00 0 0 0
10 1 1.8531473973026397e+01 3.2038690093151976e+00 4.8333785707359720e+00 -1 0 0
7 1 2.3691342649855782e+00 2.3132595211832271e-01 5.4073307193578550e+00 0 0 0
27 2 5.6279482194927821e+00 2.3688217784492291e+00 2.6162259393311329e+00 0 0 0
35 2 6.4239721119138071e+00 3.0146784660579584e+00 4.8453582283833203e+00 0 0 0
37 1 7.1537336620966983e+00 2.3428047239295746e+00 3.5416755263879627e+00 0 0 0
38 2 7.7851271116790643e+00 1.6569240916230417e+00 3.8465145557688349e+00 0 0 0
39 2 7.6727240376264252e+00 3.0024887192103118e+00 3.0220035880526672e+00 0 0 0
36 2 5.0724193663568027e+00 3.7712882426472056e+00 4.8180895335255407e+00 0 0 0
25 1 4.9798460160712548e+00 1.8245875940538654e+00 2.0932640355448306e+00 0 0 0
34 1 5.7296455028119375e+00 3.4015899633540378e+00 5.4357201132638000e+00 0 0 0
30 2 9.0892009086465553e+00 4.4618159294707826e+00 2.6826987193610026e+00 0 0 0
31 1 9.0852588362627902e+00 6.2212483283381403e-01 4.5899832930185767e+00 0 0 0
29 2 7.7209465420033672e+00 4.9940176954192417e+00 2.1477014138051929e+00 0 0 0
28 1 8.3274866801200798e+00 4.2564951262449195e+00 2.1554571236004727e+00 0 0 0
59 2 1.1704287679931644e+01 3.9501756582510277e+00 4.1707137351082997e+00 0 0 0
62 2 1.3399146553313354e+01 1.8904271738820428e+00 1.7262282349426568e+00 0 0 0
63 2 1.3031286498687523e+01 2.9196968942894550e+00 3.0275203008314486e+00 0 0 0
58 1 1.2336479671458216e+01 3.3694784143374186e+00 4.6308581532602053e+00 0 0 0
61 1 1.3599282009960671e+01 2.7524597549459235e+00 2.2333454122293084e+00 0 0 0
33 2 9.5624320463168289e+00 1.8891002843582967e+01 3.9659687042361025e+00 0 -1 0
11 2 1.8066761153954914e+01 3.8293884283243931e+00 4.2478935379398095e+00 -1 0 0
56 2 1.4321029041165470e+01 1.2827791471062944e+00 4.2964014530126269e+00 0 0 0
66 2 1.6973666931002654e+01 4.2722001070739442e+00 2.5315281574797419e+00 0 0 0
