LAMMPS data file via write_data, version 15 Apr 2020, timestep = 2000000

192 atoms
2 atom types

8.0294731556944221e-02 1.2463005268441044e+01 xlo xhi
8.0294731556944221e-02 1.2463005268441044e+01 ylo yhi
8.0294731556944221e-02 1.2463005268441044e+01 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms # atomic

142 1 4.9949312513278143e-01 2.3785106261587932e+00 7.7231823868673799e-01 4 5 1
144 2 1.1323806793457096e+00 3.0035886601260273e+00 3.1895301804642762e-01 4 5 1
88 1 2.6465618786445551e+00 3.7725423014613629e-01 3.5658966606566103e+00 1 4 4
33 2 2.5841315488226773e+00 2.2353351314655967e-01 1.7486721962567009e+00 6 4 1
8 2 3.5653585977657380e+00 1.1153971072338209e-01 4.8663535472523262e-01 5 4 1
143 2 6.8520602460914726e-01 1.5148127741520863e+00 2.9798574592774341e-01 4 5 1
90 2 1.8295358825362407e+00 7.8427056187181110e-01 3.7988244088911935e+00 1 4 4
89 2 3.3899909041525449e+00 7.4100369676023359e-01 4.1008860587997384e+00 1 4 4
41 2 6.6368671659531913e+00 1.9550282361630731e+00 1.1305170146868069e+00 2 -1 2
115 1 6.7482579966768315e+00 1.6716042535211550e+00 2.8751373463719379e+00 4 2 2
116 2 7.0043549800969487e+00 7.3548087669262407e-01 2.9671722467803581e+00 4 2 2
117 2 7.5287587440515953e+00 2.1863514089631026e+00 3.1702199972957321e+00 4 2 2
112 1 6.5768423222280887e+00 2.2140027272845915e+00 1.6615196783426567e-01 1 4 1
114 2 6.5338368656550632e+00 3.1895331612334421e+00 1.1610679887441222e-01 1 4 1
10 1 1.0793966695358399e+01 1.5703218631880171e+00 2.4872546392917827e+00 3 2 2
60 2 1.1614456554794884e+01 1.6361005173304697e+00 2.0089510938368451e+00 3 3 2
45 2 9.6633929074642921e+00 2.7909857678065735e+00 3.6205792834889876e+00 -1 -2 1
44 2 8.5727559083734342e+00 3.8074873644502638e+00 4.1157693184842206e+00 -1 -2 1
11 2 1.0465072770341884e+01 6.9363527514846701e-01 2.2062021235408116e+00 3 2 2
161 2 1.2079135316317771e+01 1.2250075504915161e+00 3.7843228092651047e+00 0 2 1
20 2 4.1234617420214743e+00 5.3600137290993892e+00 1.6011455188849426e+00 1 3 1
21 2 3.6977577376046371e+00 6.3142428635760588e+00 4.6319812948906358e-01 1 3 1
19 1 4.0221873364029594e+00 5.4100777839393324e+00 6.1711049247617555e-01 1 3 1
97 1 4.1997145217102041e+00 5.2591022405501500e+00 3.3924917886199628e+00 -5 3 4
23 2 1.1619266865402833e+00 8.0666145691160231e+00 8.0657174193153092e-01 6 2 0
149 2 1.1279042978304810e+00 6.4373788515467796e+00 2.9268353321974812e+00 0 1 2
150 2 2.4127675253850711e+00 5.9065200037889181e+00 3.7311404013446618e+00 0 1 2
148 1 1.4704869307807789e+00 6.0686446916982177e+00 3.8189888401708756e+00 0 1 2
